# tombstone_reason_codes.tsv
#
# The curation table behind data/web/tombstones.json. One row per withdrawn
# identifier in data/_quarantine.json.
#
#   id             the withdrawn medium id
#   reason_code    the published class-level code (tools/web_payload.py
#                  TOMBSTONE_REASON_CODES is the vocabulary; a code here that
#                  is not in that list fails the payload build)
#   source_reason  the workflow string the quarantine ledger carries
#   note           the reviewer's full prose, preserved verbatim, newlines as
#                  \n and tabs as spaces. INTERNAL. It is never projected into
#                  data/web/tombstones.json or onto any page.
#   evidence       the excerpt from the cited source the reviewer worked from,
#                  same escaping. INTERNAL, same rule.
#
id	reason_code	source_reason	note	evidence
complexlit_PMC2648862_minimal_liquid_medium_cyc_n_epsilon_cyclopen	composition_not_stated	workflow:not_found	The paper only names a 'minimal liquid medium' used with an E. coli trpA amber (Trp-auxotroph) test strain; it gives NO composition (no salts, buffer, carbon/N source, vitamins, or trace elements) in the available full text — the formulation would be in Supplementary Methods, which is not in this XML. The true medium formulation therefore cannot be established or corrected. Cyc is an unnatural amino acid used for genetic-code-expansion amber suppression, not a normal medium nutrient. Also DUPLICATE of complexlit_PMC2648862_minimal_liquid_medium_cyc_no_trp (identical condition). Current entry (bare O2 + unmapped Cyc) is not a usable defined medium. Recommend removal or merge pending retrieval of Supplementary Methods.	While addition of Trp to minimal liquid medium results in wild type growth rate (2.3 h doubling time), the M. barkeri PylRS:tRNAPyl (4 h) and the DhPylRS:tRNAPyl (5.8 h) display slower but significant growth with Cyc supplementation in the absence of Trp
complexlit_PMC2648862_minimal_liquid_medium_cyc_no_trp	composition_not_stated	workflow:not_found	Same 'minimal liquid medium + Cyc, no Trp' condition as complexlit_PMC2648862_minimal_liquid_medium_cyc_n_epsilon_cyclopen (a DUPLICATE). The paper names the minimal liquid medium but provides no composition in the available full text (only Cyc supplementation of a trpA amber E. coli auxotroph is described); its formulation is in Supplementary Methods, not present in this XML. No verifiable full component list can be produced; the current entry (bare O2 + unmapped Cyc) is not a usable defined medium.	the M. barkeri PylRS:tRNAPyl (4 h) and the DhPylRS:tRNAPyl (5.8 h) display slower but significant growth with Cyc supplementation in the absence of Trp
complexlit_PMC2648862_minimal_liquid_medium_trp_wild_type_control	composition_not_stated	workflow:not_found	The paper describes adding L-Trp to a 'minimal liquid medium' as the wild-type growth control for an E. coli trpA amber (Trp-auxotroph) strain, but gives NO composition of the minimal medium (no salts, buffer, carbon/N source, vitamins, trace elements) in the available full text — it is in Supplementary Methods, not in this XML. No Trp concentration is given. The true full formulation cannot be established or corrected from the paper; the current entry (O2 + Trp only) is not a usable defined medium. Aerobic: E. coli grown with measured doubling times in liquid culture.	While addition of Trp to minimal liquid medium results in wild type growth rate (2.3 h doubling time)
complexlit_PMC3160686_nutrient_rich_mineral_medium_van_de_waal_et_	composition_not_stated	workflow:rejected	REJECTED. This paper (Van de Waal et al. 2011, ISME J, PMC3160686) does NOT define the mineral medium composition; it only references it to a prior paper (Van de Waal et al. 2009). The extracted 'components' (O2, NaHCO3 at influx, dissolved CO2, alkalinity at influx, inflow gas pCO2) are chemostat inorganic-carbon inflow / carbon-chemistry model parameters (the DIC, alkalinity and pCO2 supply used to manipulate CO2 competition), NOT an actual growth-medium recipe. A real mineral medium would list nitrate, phosphate, Mg/Ca salts, trace metals and vitamins, none of which appear. It is a mislabelled parameter list, so it cannot stand as a defined growth medium. Organism is Microcystis aeruginosa, an oxygenic photoautotrophic freshwater cyanobacterium grown in aerated chemostats (N2 gas enriched with CO2), hence aerobic. The correct full formulation is only available in the cited Van de Waal et al. 2009 reference, not in this paper.	The chemostats were supplied with a nutrient-rich mineral medium as described by Van de Waal et al. (2009) to prevent nutrient limitation during the experiments. The mineral medium had a pH of ~8.2 in the absence of cyanobacteria.
complexlit_PMC12663938_not_stated_in_main_text_defined_minimal_medi	composition_not_stated	workflow:not_found	The main text of PMC12663938 (Zhou et al., PNAS 2025, Pseudomonas putida KT2440 glucose/ferulate metabolism) does NOT state any defined-medium composition; it explicitly defers the full recipe to the SI Appendix, which is not included in the provided full-text XML. No base salts (Na2HPO4/KH2PO4/NaCl/NH4Cl/MgSO4/CaCl2), buffer (M9/MOPS), N source, vitamins, or trace elements appear anywhere in the accessible text. The auto-extracted formulation (only glucose as 'sole carbon source' + O2) is a substrate list, not a medium, and is incomplete: the paper actually used multiple carbon sources (glucose, ferulate, acetate, succinate, benzoate). Because the true full formulation cannot be recovered or verified from the accessible paper, verdict is not_found rather than corrected. P. putida KT2440 is an obligate aerobe (proteomics/metabolomics on exponentially growing aerobic cultures), hence oxygen=aerobic. I did not invent a base composition; reconstruction would require the SI Appendix Materials and Methods.	A detailed description of the materials and methods is provided in SI Appendix. A brief description is provided here. The P. putida KT2440 cells ... were grown on either ferulate alone, glucose alone, or glucose with different gluconeogenic substrates (acetate, succinate, or ferulate).
complexlit_PMC3658275_hayflick_medium_supplemented_with_55_mm_gluc	not_a_defined_medium	workflow:rejected	REJECTED as a defined-medium formulation. Hayflick medium is a COMPLEX, UNDEFINED, serum/extract-based mycoplasma medium (PPLO/beef-heart broth + serum + yeast extract, cited to Chanock et al 1962); this paper mentions it as the growth condition but never provides its composition. The paper cannot support a chemically-defined component list. The extracted entry is a single substrate (glucose) + O2 mislabelled as the full medium. The name also wrongly conflates Hayflick (rich/complex) with a SEPARATE chemically-defined medium (Yus et al 2009, Supplementary Table S5) that is described in a different paper, not in PMC3658275, and is a distinct condition, not Hayflick. I did not fabricate the Hayflick serum/extract composition, as it is not in this paper. Oxygen: M. pneumoniae is facultative/aerotolerant and consumes O2 (paper couples O2 consumption to acetate production); grown in flasks in air. Recommend removing this entry or splitting it into (a) an undefined complex medium flagged non-BiGG-mappable and (b) the Yus 2009 defined medium sourced from its own paper.	M. pneumoniae cells were grown for 48 h in 75 cm2 culture flasks with Hayflick medium supplemented with 55 mM glucose. ... In laboratory experiments, M. pneumoniae can be grown in rich and defined medium (Chanock et al, 1962; Yus et al, 2009).
complexlit_PMC4499578_anoxic_peat_soil_slurry_with_filter_steriliz	not_a_defined_medium	workflow:rejected	REJECT as a defined growth medium. This is an anoxic peat-soil-slurry mesocosm (environmental incubation), not a chemically defined or reproducible cultivation medium: the bulk base is peat soil plus filter-sterilized anoxic fen water of unknown composition, so it cannot be formulated as a component/exchange list. Only the micromolar substrate spikes (lactate/acetate/formate/propionate, 50-200 uM each) and sulfate (100-200 uM) are chemically known. CRITICAL ERROR in the current record: it is marked aerobic:true / oxygen:facultative and includes an O2 exchange component, but the paper describes a strictly anoxic, N2-gassed, butyl-septum-sealed sulfate-reduction incubation - it is anaerobic and O2 must NOT be present. The current 'lactate/acetate/formate/propionate substrate mix' collapsed under a single D-lactate exchange is also chemically wrong. Recommend removing this entry from the media database (not GEM-usable).	30 g of soil from the 10-20-cm depth fraction were gassed in a 125-ml serum bottle with N2 and mixed under the same N2-stream with 60 ml of filter-sterilized (0.2 um), anoxic fen water. Subsequently, serum bottles were sealed with butyl rubber septa and incubated without agitation at 14 C in the dark. The soil slurries had a pH of 4. ... The mixture consisted of lactate, acetate, formate, and propionate (end-concentration 50-200 uM each). In addition, sulfate was added weekly to an end-concentration of 100-200 uM.
complexlit_PMC4274413_sand_microcosm_4_8_gravimetric_water_content	not_a_defined_medium	workflow:rejected	This is not a chemically defined or formulable growth medium; it is a non-sterile solid-phase sand microcosm (CaCO3 content 25-55%, natural organic matter 0.028, pH 7.14, indigenous soil microbiota). Sand was contaminated with DBF (~2 mg DBF per g sand) and only moistened with a small volume of carbon-free minimal medium to reach 4.8% gravimetric water content. The heterogeneous, undefined solid matrix cannot be represented as a medium formulation. The defined liquid portion (the wetting minimal medium) is the same DSMZ 457 Brunner base WITHOUT added carbon source; the carbon (DBF) is adsorbed to sand rather than dissolved. Rejected as a substrate/microcosm mislabelled as a growth medium.	Dry sand was contaminated with DBF by spraying 10 ml of a dichloromethane/DBF solution (100 mg DBF per ml dichloromethane) on 500 g of sand ... Volumes of 25, 50, 250 and 500 ul of minimal medium were added per 1 g of sand to produce microcosms with gravimetric water content (GWC) of 2.4, 4.8, 20 and 33% ... comprehensive analysis ... in contaminated non-sterile sand.
complexlit_PMC5776473_milk_model_resource_pool	extraction_artifact	workflow:rejected	PMC5776473 (Weissman et al., ISME J 2018) is a theoretical host-phage coevolution modeling paper, not an experimental media paper. The 'resource pool' is a mathematical parameter (A = 350 μg/ml of generic, chemically-undefined 'Resources' R in a Monod/chemostat ODE) with no chemical composition. 'Milk' is mentioned only once as the experimental substrate for S. thermophilus/phage 2972 serial-transfer experiments, again with no formulation provided. This extracted entry mislabels a modeling abstraction / undefined complex substrate as a defined growth medium. No true formulation exists in the paper; the current entry (O2 + placeholder 'resource pool (generic, A)') should be rejected. S. thermophilus is a facultative anaerobe (aerotolerant), hence oxygen=facultative, but this is moot since the entry is not a real medium.	"Resource pool concentration | 350 μg/ml" (Table 1); "long-term daily serial transfer experiments with S. thermophilus and its lytic phage 2972 in milk, a model system for studying CRISPR evolution"
complexlit_PMC6794295_baltic_sea_surface_seawater_1_umol_l_dip_ame	not_a_defined_medium	workflow:rejected	Not a defined growth medium. This is natural Baltic Sea surface seawater collected at station B1 for in-situ stable-isotope incubations, amended only with isotopic tracers (NaH13CO3, 15N2, trace 33P) and a +1 µmol/L dissolved-inorganic-phosphate spike. The paper gives no chemical formulation (no salts, N source, carbon source, vitamins, or trace elements), because the base is undefined natural seawater. The 'components' are experimental tracer/nutrient-amendment additions to a field sample, not a laboratory medium recipe. Surface, photic, actively photosynthesizing cyanobacterial bloom water => oxic/aerobic. Recommend rejection.	The third experiment (12th August 2015) was carried out as described for the first experiment with the addition of single-cell rates of CO2 and N2 fixation ... using the stable isotopes NaH13CO3 and 15N2, respectively, but under artificially increased (+1 μmol L−1) DIP concentration.
complexlit_PMC6794295_baltic_sea_surface_seawater_in_situ_dip	not_a_defined_medium	workflow:rejected	Not a defined growth medium. Natural Baltic Sea surface seawater (station B1, 58°48'N 17°37'E, August 2015) used directly as the incubation matrix at ambient/in-situ dissolved-inorganic-phosphate concentration, with only stable-isotope tracers (NaH13CO3, 15N2, trace 33P) added for a field N2/CO2-fixation transfer experiment. No chemical composition is defined anywhere in the paper (undefined seawater base). This is an environmental sample mislabelled as a growth medium, not a formulation that can be corrected. Surface photic bloom water => oxic/aerobic. Recommend rejection.	incubations for single-cell rates of CO2 and N2 fixation by cyanobacteria and the transfer of freshly fixed C and N to their epibionts using the stable isotopes NaH13CO3 and 15N2, respectively, at in situ DIP concentrations.
complexlit_PMC5600814_ao_medium_ammonia_oxidizer_mineral_medium	composition_not_stated	workflow:not_found	This paper does NOT define the AO medium composition. It explicitly states the composition and preparation are 'detailed elsewhere' (reference 1 = Daims et al. 2015, Nature 528:504, the comammox Nitrospira paper). The mineral base (phosphate, salts, trace elements) is not enumerated anywhere in PMC5600814; a grep found zero salt components. The only thing this paper specifies is that NH4Cl is added as substrate (typically 1 mM NH4+) to the autoclaved mineral base, and that ammonia oxidizers are aerobic chemolithoautotrophs. The current extraction (only O2 + one uncovered 'NH4Cl') cannot be verified or completed from this source. Verdict not_found: full formulation must be taken from reference 1, not this paper. Oxygen = aerobic (aerobic ammonia oxidizers, chemolithoautotrophic).	A medium for ammonia oxidizers (AO medium), whose composition and preparation are detailed elsewhere, was used for the cultivation of ENR6, the isolation and further cultivation of N. inopinata, and the cultivation of all investigated AOA except N. viennensis. The desired concentration of NH4+ was adjusted by adding an autoclaved NH4Cl stock solution to autoclaved AO medium.
complexlit_PMC6976679_natural_0_2_m_filtered_surface_seawater_stat	not_a_defined_medium	workflow:rejected	Not a defined growth medium. This is natural 0.2 µm-filtered surface seawater collected at Station ALOHA (North Pacific Subtropical Gyre) used as an undefined incubation matrix for stable-isotope tracer experiments on field-sampled Trichodesmium colonies. The paper provides NO chemical formulation (no defined salts, buffers, carbon source, or nutrient recipe) — only in-situ properties (T=27 C, salinity 34.4) and 15N/13C tracer additions for rate measurements. The auto-extracted 'components' (O2, ammonium 'in situ / incubation additions', salinity) are measured seawater properties and isotope-labelled substrate spikes mislabelled as a medium formulation, not a reproducible defined/complex growth medium. Surface seawater was oxic (60-200% air-saturation), i.e. aerobic; anaerobic N-transformations were only inferred in modelled colony microenvironments, not in the bulk incubation water. Recommend rejecting from a growth-media database as an undefined natural-seawater incubation matrix with no formulation to verify.	Colonies were individually transferred... into 5.9 ml Exetainer vials (Labco, Lampeter, UK) with 0.2 µm filtered surface seawater, adding five colonies per vial. ... Seawater temperature was 27 °C and salinity 34.4.
complexlit_PMC6915324_intracellular_within_thp_1_human_macrophages	not_a_defined_medium	workflow:rejected	REJECT: 'intracellular (within THP-1 human macrophages)' is not a defined, reproducible growth medium. It is the intracellular host-cell niche (phagosomal/cytosolic environment) that M. tuberculosis inhabits during macrophage infection; the paper's entire premise is that Mtb scavenges undefined host-derived nitrogen (amino acids) from the macrophage, which cannot be enumerated as a chemical formulation. The only real defined medium in the paper is the macrophage MAINTENANCE medium, RPMI 1640 + 10% heat-inactivated fetal calf serum (a COMPLEX/undefined medium due to serum), and for labeling a modified RPMI + 0.2 mM L-glutamine with a single 15N amino-acid tracer per experiment. In-vitro Mtb controls were separately grown in RPMI or in 7H9 + 10% OADC. None of these describe the intracellular condition as a formulable medium. The current record's 43-component RPMI-1640 expansion (all salts, amino acids, vitamins with lower_bound uptakes) was auto-fabricated by 'base_medium_expansion' and is not stated by the paper as the organism's growth medium; the auto-extractor also flagged 'complex/undefined base' and 'fewer than 3 real components'. Organism M. tuberculosis is an obligate aerobe (aerobic), though intracellular niche can be microaerobic/hypoxic. Recommend removing this entry from a GEM-ready defined-media database.	The human monocytic THP-1 cell line was grown in RPMI 1640 medium supplemented with 10% heat inactivated fetal calf serum at 37C, 5% CO2 and 95% humidity. For 15N labeling experiments, modified RPMI supplemented with 0.2mM L-glutamine was used... THP-1 human macrophages were infected with Mtb in the presence of a 15N tracer... for 48 h
complexlit_PMC7242377_defined_lactate_sulfate_chemostat_medium_ful	composition_not_stated	workflow:rejected	REJECTED as a defined-medium entry: this paper does NOT provide a full medium formulation. It explicitly defers the composition to refs 11 and 36 ('see [11, 36] for expanded experimental details'; the entry name itself says 'full composition in refs 11 and 36; not restated here'). What was auto-extracted is only a substrate fragment (lactate electron donor + sulfate electron acceptor). Two hard errors in the current entry: (1) it lists O2 with lower_bound -10 and is flagged aerobic/facultative, but these are strictly anaerobic Desulfovibrio sulfate reducers grown under oxygen-free N2:CO2 with active anaerobic maintenance — O2 must be removed and oxygen set to anaerobic; (2) it is missing all salts, N source, buffer, vitamins, and trace elements, none of which are stated in this paper. Because the full defined recipe is not present in PMC7242377, a correct full component list cannot be produced from this source; the entry should not be served as a complete defined medium. To build a real formulation, curate from the cited primary sources (refs 11 = Leavitt et al. and 36) rather than this paper.	The growth vessel was continuously purged with high-purity, oxygen-free N2:CO2 (90:10) gas, maintaining anaerobic conditions... In all experiments, lactate was the limiting substrate and added in stoichiometric proportions to facilitate 50% sulfate consumption (see [11, 36] for expanded experimental details).
complexlit_PMC7527139_continuous_bioreactor_fed_lignocellulosic_bi	not_a_defined_medium	workflow:rejected	REJECT: this is not a chemically defined growth medium. It is a complex, undefined lignocellulosic biorefinery conversion residue (a feedstock/substrate) fed to an anaerobic mixed-culture MCFA-producing bioreactor. The paper gives no defined formulation (no salts, N source, buffers, vitamins, trace elements); the feed is only approximated as complex carbohydrate '50% xylans and 50% glucans by mass', with the detailed feedstock composition deferred to supplementary Table S2 and sourced from Scarborough et al. 2018. The auto-extracted record is also factually wrong: (1) it labels the system aerobic/facultative and includes O2, but the process is explicitly ANAEROBIC; (2) it concatenates the fermentation intermediates/products 'lactate, ethanol, acetate, CO2, H2' into a single D-lactate exchange component. These are metabolic intermediates/products of the community, not defined medium ingredients. No correct standalone medium formulation can be reconstructed from this paper.	Metabolic networks of mixed-culture fermentation that contain reactions that occur during anaerobic metabolism of a previously described lignocellulosic biorefinery residue ... iFermCell215 describes metabolism of exogenous substrates including glucans, glucose, xylans, xylose, and glycerol, along with lactate, ethanol, acetate, CO2, and H2, which are potential intermediates in this mixed-culture fermentation.
complexlit_PMC8163748_artificial_seawater_medium_gulf_of_mexico_as	composition_not_stated	workflow:not_found	This paper (PMC8163748) does NOT define or describe the composition of the artificial seawater medium. It only USES it and cites its formulation to reference 80 (Henson MW et al. 2016, 'Artificial Seawater Media Facilitate Cultivating Members of the Microbial Majority from the Gulf of Mexico', mSphere, doi:10.1128/mSphere.00028-16). No salts, buffers, carbon sources, vitamins, trace elements, or concentrations appear anywhere in the main text or methods — I grepped for NaCl/MgCl/CaCl/KCl/mM/g L/carbon source/supplement/pyruvate/methanol/vitamin/trace and found nothing. The hosts (SAR11 Pelagibacter, OM43 Methylophilales) are aerobic marine heterotrophs cultivated by dilution-to-extinction in oxic seawater-based medium, so the medium is aerobic (correcting the current 'facultative' guess). The true formulation must be taken from the cited Henson et al. 2016 source, not this paper; verifying it here would require fabricating components the source paper does not contain. Current JSON has only a single O2 placeholder component plus an unmapped placeholder, i.e. no real formulation. Recommend sourcing composition from ref 80 directly and re-attributing the GrowthDB record to that DOI.	used as viral inoculum (10% v/v) in exponentially growing cultures of host bacteria in artificial seawater medium [80] in 96-well Teflon plates (Radleys, UK)
complexlit_PMC8379937_phosphate_buffered_saline_pbs_ph_7_1_closed_	not_a_defined_medium	workflow:rejected	REJECTED as a growth medium. In this paper PBS is used as a carbon/energy-free starvation/survival buffer for an extreme energy-limitation experiment, NOT a medium that supports growth. Cells were grown in R2B, washed 5x in pH 7.1 PBS to remove residual nutrients, then held in PBS with no exogenous electron donor/carbon source; populations decline over 1,000 d (net growth only from necromass recycling). The paper does not specify the PBS salt composition (only 'pH 7.1 PBS'); the components below are the standard Dulbecco-type PBS recipe given for reference, not stated in the paper. The auto-extracted record is also degenerate (only O2 plus an unmapped 'Phosphate-buffered saline' placeholder). This should not be listed as a growth medium in a GEM media database.	We discarded the supernatant and washed the cells five times with pH 7.1 phosphate buffered saline (PBS) to remove residual medium. We began the survival-curve experiment by dispensing washed cells from each taxon into repl[icate units]... in a pH-buffered solution without an external supply of electron donors... an effectively closed system with zero resource inputs over 1,000 d.
complexlit_PMC8498564_acidic_mineral_mineral_salts_medium_with_met	extraction_artifact	workflow:rejected	PMC8498564 is a FEMS Microbiology Reviews review article on verrucomicrobial methanotrophs; it discusses environmental/physiological parameters (acidic pH, ammonium 1-28 mM, micromolar lanthanides, methane/methanol/H2 as energy sources) but does NOT define any mineral-salts-medium formulation (no g/L recipe, no salt/phosphate/trace-element table). The extracted entry is not a defined growth medium: it lists only gases/substrates (O2, CH4, CH3OH, H2) and contains zero mineral salts despite being named a 'mineral salts medium' (its own formulation_warning notes 'promises minerals, none present'). This is a substrate/energy-source list mislabeled as a medium, and the paper does not describe a mineral-salts-medium recipe to correct it to. Organism is an aerobic (O2-requiring) acidophilic methanotroph.	Methylacidiphilum fumariolicum SolV is only able to grow on methane when lanthanide-containing mud pot water (from the environment where the strain was isolated from) is added to the growth medium, or when the mineral medium contains micromolar concentrations of one or more lanthanides (Pol et al. 2014).
complexlit_PMC8776750_natural_seawater_mesotrophic_southwest_pacif	not_a_defined_medium	workflow:rejected	Not a defined/formulated growth medium. This is natural seawater collected at Station 12 in the mesotrophic Southwest Pacific during the RV Sonne SO245 'UltraPac' cruise and used directly for in situ CO2-fixation incubations. The paper reports only measured field properties of this water (salinity >34.5 PSU, DIN, DOC ~80-107 umol/L, chlorophyll a), never a reproducible recipe with weighable components. The auto-extracted 'components' (O2, salinity, DOC) are environmental descriptors, not medium ingredients. An undefined natural-seawater sample mislabelled as a growth medium should be rejected for a media database. (Nutrient-amendment experiments added only 1 uM NH4/NO3, 0.2 uM PO4, or 2 nM Fe to the same natural seawater as perturbations, which also does not constitute a defined medium.)	the mesotrophic waters of the SWP (Stations 11 to 15) along the southwestern periphery of the SPG
complexlit_PMC8776750_natural_seawater_oligotrophic_south_pacific_	not_a_defined_medium	workflow:rejected	Not a defined/formulated growth medium. This is natural seawater from the ultraoligotrophic South Pacific Gyre core (Station 8, surface ~20 m and deep chlorophyll a max), sampled by CTD and used directly for 13CO2-fixation and single-cell nanoSIMS incubations. The paper describes only field-measured properties (salinity >35 PSU, DIN <0.1 umol/L, DOC >80 umol/L, chlorophyll a max), not a reproducible list of chemical components. The auto-extracted entries (O2, chlorophyll a, DIN, DOC, salinity) are environmental parameters, not medium ingredients, and 'chlorophyll a (surface)' as a medium component is an extraction artifact. An undefined natural-seawater environmental sample cannot serve as a curated growth-medium formulation and should be rejected.	the oligotrophic waters of the SPG (Stations 2 through 10) ... DIN concentrations (<0.1 umol l-1) ... DOC concentrations were >80 umol l-1 throughout the core SPG
complexlit_PMC8776835_anaerobic_biogas_digestate_municipal_wastewa	not_a_defined_medium	workflow:rejected	This is a complex, chemically UNDEFINED substrate (raw anaerobic biogas digestate from municipal wastewater sludge), not a defined growth medium. Bacteria were enriched/grown by adding N2O to the intact digestate under a He headspace, tapping into fermentation intermediates produced by the resident methanogenic consortium. The paper gives only bulk characterization (~2.1% organic matter, 1.8-1.9 g NH4+-N/L, 16-32 Meq VFA/L, pH 7.6-8.2, He+N2O headspace with ~5 mM N2O in liquid); no chemically defined salts/vitamins/trace-element recipe and no specified carbon source exist. It therefore cannot be represented as a component list or mapped to BiGG exchanges as a GEM-ready medium. Rejected as 'not a real defined growth medium' (undefined complex digestate mislabeled as a defined medium). Isolate purification used unspecified agar plates of 'different media composition' incubated anaerobically with N2O, again not a defined formulation in the main text.	The sludge was a poly-aluminum chloride (PAX-XL61, Kemira) and ferric chloride (PIX318, Kemira) precipitated municipal wastewater sludge, with an organic matter content of 5.6% (w/w). Both digestors reduced the organic matter by approximately 60%, producing digestates containing ~2.1 % organic matter, 1.8-1.9 g NH4+-N L-1, ~16 and 32 Meq VFA L-1, pH = 7.6-7.8 and 8.2; mesophilic and thermophilic, respectively.
lit_PMC8546961_m9_minimal_medium_single_carbon_source_v	extraction_artifact	workflow:rejected	REJECT as a single medium. This record lumps ALL SIX carbon sources (citrate, fructose, glucose, gluconate, glycerol, ribose) into one medium, but the paper's own wording ('...or 20 mM gluconate') makes them MUTUALLY EXCLUSIVE alternatives — each defines a SEPARATE M9 single-carbon-source variant (the record's own name even says 'single-carbon-source variants'). P. putida KT2440 was never grown on a 6-carbon cocktail; each culture used exactly one carbon source normalized to 120 mM total carbon (20 mM citrate/glucose/fructose/gluconate x 6C, 24 mM ribose x 5C, 40 mM glycerol x 3C). A combined all-six medium is not a real defined growth medium in this paper. The correct action is to split into six separate M9 + single-carbon media (M9+glucose 20 mM, M9+fructose 20 mM, M9+gluconate 20 mM, M9+glycerol 40 mM, M9+citrate 20 mM, M9+ribose 24 mM); the ribose variant already exists as the other record. Components below list the shared M9 base plus the six ALTERNATIVE carbon sources for reference only — they must not coexist in one medium. Also: oxygen is aerobic (obligate aerobe), not facultative.	M9 minimal medium (24) supplemented with 20 mM citrate, 20 mM glucose, 24 mM ribose, 20 mM fructose, 40 mM glycerol, or 20 mM gluconate was used for phenotypic characterization of P. putida KT2440.
complexlit_PMC9335188_glucose_bioconversion_feedstock	extraction_artifact	workflow:rejected	PMC9335188 is a PNAS techno-economic/life-cycle analysis paper (doi:10.1073/pnas.2122309119) comparing in-planta accumulation vs microbial production of bioproducts (4-HBA, catechol, muconic acid, PDC). Glucose is treated purely as an industrial bioconversion FEEDSTOCK/carbon source in a process model, NOT as part of any defined growth medium. The paper explicitly declines to specify medium components ('Other nutrients are provided based on medium requirements of host organisms'). No salts, N source, buffers, vitamins, or trace elements are given. This is a substrate mislabelled as a growth medium, so it is rejected rather than corrected. The two auto-extracted components (D-glucose + O2) do not constitute a real, paper-defined growth medium.	In microbial systems, sugar (pure glucose) is used as the carbon source to produce bioproducts. Other nutrients are provided based on medium requirements of host organisms for each bioproduct.
complexlit_PMC9561276_synthetic_feed_in_time_fit_fed_batch_medium_	composition_not_stated	workflow:rejected	REJECTED as a defined growth-medium formulation. The FIT fed-batch medium is a proprietary commercial product from m2p-labs (BioLector microbioreactor cultivation of E. coli, aerobic, 48-well Flowerplates, 1400 rpm, gas-permeable films). This paper does NOT disclose its composition — it cites Fink et al. (ref 45) for the method and names only the carbon sources (glucose + dextran) plus the glucoamylase EnzMix. No salts, buffer, nitrogen source, MgSO4/CaCl2, vitamins, or trace elements are given, so a full, correct, reproducible component list cannot be reconstructed from this paper. The auto-extracted entry is a carbon-source/substrate list mislabeled as a full medium (its own metadata flags 'fewer than 3 real components' and 'formulation not manually verified'). Not BiGG-mappable as a complete minimal-medium definition. Oxygen is aerobic (shaken microbioreactor, gas-permeable sealing).	an aliquot of 50 μl was inoculated into a 750 μl synthetic Feed in Time (FIT) fed-batch medium containing glucose and dextran as carbon sources (m2p-labs). Immediately before inoculation, 1% (v/v) of the glucose-releasing enzyme mix (EnzMix) was added. The hydrolytic enzyme (glucoamylase) cleaves off glucose residues from solubilized glucose polymer dextran.
complexlit_PMC9347119_ba_basal_anaerobic_medium_with_h2_ch4_co2_ga	composition_not_stated	workflow:not_found	The paper mentions BA (Basal Anaerobic) medium is used for a hydrogenotrophic CO2-methanation community but does NOT give its chemical formulation in the text. The composition (ions, trace elements, buffer, amounts) is deferred entirely to Supplementary Dataset S5 (MOESM6, an .xlsx of ModelSEED IDs) and to external reference [40] (Angelidaki, Petersen & Ahring, Appl Microbiol Biotechnol 1990). No salts, buffer, trace-element, or amount values are recoverable from the article full text, so a verified full component list cannot be built from this source and I will not invent the Angelidaki BA salts. Separately, the current auto-extracted record is factually wrong: it lists 'input gas CH4' as a feed component, but CH4 is the PRODUCT of methanation, not a feed. The FBA feed was CO2 + H2 fixed at a 1:4 ratio (CO2 uptake 1.20, H2 uptake 5.11 mmol/gDW/h) with CH4 as a minimum export (1.15 mmol/gDW/h). Oxygen = anaerobic is correct (anaerobic flasks, hydrogenotrophic methanogens/syntrophs). To formulate this medium correctly, retrieve Supplementary Dataset S5 or Angelidaki et al. 1990 [ref 40].	Samples collected from the four reactors were inoculated and maintained in anaerobic flasks with Basal Anaerobic medium (BA) using CO2 as carbon source [18]. ... an in silico basic anaerobic (BA) medium was defined based on its measured composition (Supplementary Dataset S5). ... The concentration of single ions and metabolites was calculated from the BA composition protocol ... [40].
complexlit_PMC9519441_sdmm_semi_defined_minimal_medium	composition_not_stated	workflow:not_found	This paper NAMES and USES SDMM but does NOT define its composition — it cites the recipe to reference 2 (Jensen, Zhu & van Opijnen, Cell Rep 2017). The only quantitative component the paper itself states is 20 mM glucose as carbon source; no salts, buffers, amino acids, vitamins, or trace elements are given, and 'semi-defined' means the base contains undefined complex components. Therefore the full true formulation cannot be reconstructed from THIS paper without fabrication. Two corrections to the current stub regardless: (1) oxygen — cultures grown statically in 5% CO2 with oxyrase (an enzymatic O2 scavenger), so the condition is oxygen-depleted/anaerobic, NOT facultative-aerobic; the O2 exchange should not be an available uptake. (2) The entry is not a genuine defined-medium formulation (2 components, glucose + O2) and cannot be verified against this source. Recommend either sourcing the composition from ref 2 (Cell Rep 2017, PMID 28813680) or removing/flagging the entry. Marked not_found because the paper does not describe the medium's composition.	Liquid cultures were grown statically in THY, C+Y or semi-defined minimal media (SDMM) at pH 7.3, with 5 µl ml-1 oxyrase (Oxyrase) ... diluted to an OD600 of 0.1 in SDMM, with 20 mM glucose as carbon source.
